Time,gENROE.delta,gENROE.PELEC,eXAC1_1.EFD,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0102,0.60045785,0.40000004,1.4314197,-5.2565164e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0104,0.60045785,0.40000004,1.4314197,-5.3595458e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0106,0.60045785,0.40000004,1.4314197,-5.462574e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0108,0.60045785,0.40000004,1.4314197,-5.5656004e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.011,0.60045785,0.40000004,1.4314197,-5.6686256e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0112,0.60045785,0.40000004,1.4314197,-5.7716488e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0114,0.60045785,0.40000004,1.4314197,-5.874671e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0116,0.60045785,0.40000004,1.4314197,-5.9776906e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0118,0.60045785,0.40000004,1.4314197,-6.0807095e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.012,0.60045785,0.40000004,1.4314197,-6.1837264e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0122,0.60045785,0.40000004,1.4314197,-6.286742e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0124,0.60045785,0.40000004,1.4314197,-6.389756e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0126,0.60045785,0.40000004,1.4314197,-6.492768e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0128,0.60045785,0.40000004,1.4314197,-6.595779e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.013,0.60045785,0.40000004,1.4314197,-6.698788e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0132,0.60045785,0.40000004,1.4314197,-6.8017904e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0134,0.60045785,0.40000004,1.4314197,-6.904786e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0136,0.60045785,0.40000004,1.4314197,-7.0077784e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0138,0.60045785,0.40000004,1.4314197,-7.1107696e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.014,0.60045785,0.40000004,1.4314197,-7.213758e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0142,0.60045785,0.40000004,1.4314197,-7.3167444e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0144,0.60045785,0.40000004,1.4314197,-7.419729e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0146,0.60045785,0.40000004,1.4314197,-7.52271e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0148,0.60045785,0.40000004,1.4314197,-7.6256904e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.015,0.60045785,0.40000004,1.4314197,-7.728668e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0152,0.60045785,0.40000004,1.4314197,-7.831643e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0154,0.60045785,0.40000004,1.4314197,-7.934616e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0156,0.60045785,0.40000004,1.4314197,-8.037587e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0158,0.60045785,0.40000004,1.4314197,-8.1405556e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.016,0.60045785,0.40000004,1.4314197,-8.2435225e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0162,0.60045785,0.40000004,1.4314197,-8.346487e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0164,0.60045785,0.40000004,1.4314197,-8.449449e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0166,0.60045785,0.40000004,1.4314197,-8.552409e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0168,0.60045785,0.40000004,1.4314197,-8.655366e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.017,0.60045785,0.40000004,1.4314197,-8.758322e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0172,0.60045785,0.40000004,1.4314197,-8.861275e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0174,0.60045785,0.40000004,1.4314197,-8.964226e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0176,0.60045785,0.40000004,1.4314197,-9.067175e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0178,0.60045785,0.40000004,1.4314197,-9.1701216e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.018,0.60045785,0.40000004,1.4314197,-9.273066e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0182,0.60045785,0.40000004,1.4314197,-9.376008e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0184,0.60045785,0.40000004,1.4314197,-9.478948e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0186,0.60045785,0.40000004,1.4314197,-9.581886e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0188,0.60045785,0.40000004,1.4314197,-9.684822e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.019,0.60045785,0.40000004,1.4314197,-9.787755e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0192,0.60045785,0.40000004,1.4314197,-9.890687e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0194,0.60045785,0.40000004,1.4314197,-9.993616e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.0196,0.60045785,0.40000004,1.4314197,-1.00965424e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0198,0.60045785,0.40000004,1.4314197,-1.0199467e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.02,0.60045785,0.40000004,1.4314197,-1.03023895e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0202,0.60045785,0.40000004,1.4314197,-1.040531e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0204,0.60045785,0.40000004,1.4314197,-1.05082276e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0206,0.60045785,0.40000004,1.4314197,-1.0611144e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0208,0.60045785,0.40000004,1.4314197,-1.07140574e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.021,0.60045785,0.40000004,1.4314197,-1.0816969e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0212,0.60045785,0.40000004,1.4314197,-1.09198775e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0214,0.60045785,0.40000004,1.4314197,-1.1022785e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0216,0.60045785,0.40000004,1.4314197,-1.112569e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0218,0.60045785,0.40000004,1.4314197,-1.12285924e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.022,0.60045785,0.40000004,1.4314197,-1.1331493e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0222,0.60045785,0.40000004,1.4314197,-1.1434391e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0224,0.60045785,0.40000004,1.4314197,-1.1537287e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0226,0.60045785,0.40000004,1.4314197,-1.16401805e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0228,0.60045785,0.40000004,1.4314197,-1.1743072e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.023,0.60045785,0.40000004,1.4314197,-1.1845962e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0232,0.60045785,0.40000004,1.4314197,-1.1948849e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.0234,0.60045785,0.40000004,1.4314197,-1.2051733e-10,0.99999994,0.9919935,0.99999994,0.99598414
